question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Pulo do Gato,Médio,4.028721566000058,1245,0.005325,WA,0.4565215000002354,4,43,0,0,0,47
Semente,Fácil,1.8430066410001016,845,0.003275,AC,0.33920239999861224,40,0,0,0,0,40
Álbum de fotos,Médio,3.948165132000213,955,0.0051,AC,0.46112209999955667,57,0,0,0,0,57
Toca do Saci,Médio,4.718829466999978,1497,0.0086175,TLE,3.0,32,0,0,19,0,51
Caminhos do reino,Difícil,10.554015304000131,2167,0.01658,WA,1.8086499000000913,1,39,0,0,0,40
Cartas,Fácil,1.4731923330000427,662,0.002255,AC,0.24630059999981313,30,0,0,0,0,30
Flíper,Fácil,6.154295621000074,743,0.002445,WA,0.13372090000120807,0,15,0,0,0,15
Avião,Médio,3.0558342740000626,1281,0.0043775,AC,0.23779929999909655,32,0,0,0,0,32
Medalhas,Fácil,4.387689888000296,767,0.0026925,AC,0.39624990000083926,69,0,0,0,0,69
Elevador_2018,Fácil,4.484628969999903,1336,0.00524,AC,0.19987869999931718,24,0,0,0,0,24
Cubra os Furos,Médio,5.20653365599992,1688,0.007395,WA,0.4227381000000605,0,10,0,0,0,10
Carro elétrico,Difícil,5.841715984000075,1488,0.0092575,WA,0.18175949999931618,7,12,0,0,0,19
Dario e Xerxes,Fácil,2.660086486000182,847,0.0037675,AC,0.20420700000067882,22,0,0,0,0,22
O Tabuleiro Esburacado,Fácil,2.733047794999948,1249,0.0052225,AC,0.17606890000024578,20,0,0,0,0,20
Retas,Médio,5.894888418999926,2166,0.0101275,WA,2.152711400000044,22,21,0,0,0,43
Viagem,Difícil,3.716674925999996,1649,0.00781,AC,0.33963129999938246,28,0,0,0,0,28
Soma,Médio,2.15740039100001,879,0.0038225,AC,0.8195039999991423,46,0,0,0,0,46
Estoque,Fácil,2.0894541269999536,1249,0.00466,AC,0.24272380000002158,23,0,0,0,0,23
Frete,Médio,2.715774051999688,1238,0.0059074999999999,AC,0.3323586999995314,35,0,0,0,0,35
Caçadores de Mitos,Fácil,1.914788019000298,1198,0.0045075,AC,0.5301792999998725,20,0,0,0,0,20
Linhas Cruzadas,Médio,2.851114877999862,1423,0.00582,AC,0.6411097000000154,40,0,0,0,0,40
Bolas,Fácil,1.8841745919999084,926,0.0030525,AC,0.19065210000007937,19,0,0,0,0,19
Xadrez Aleatório,Médio,1.373119446000146,747,0.002655,AC,0.40147439999964263,57,0,0,0,0,57
Bombom,Fácil,4.609545263999735,990,0.0046,AC,0.38491479999902367,50,0,0,0,0,50
Câmara de Compensação,Difícil,2.675655766000091,1885,0.0071625,AC,0.9319640999983676,28,0,0,0,0,28
Taxa,Difícil,5.254505147000145,1548,0.0093575,AC,2.6122462000002997,36,0,0,0,0,36
Atlanta,Fácil,3.746778531000018,1013,0.006195,WA,0.37566850000075647,12,28,0,0,0,40
Fuga com helicóptero,Fácil,1.85183908099998,830,0.002875,WA,0.6225196999985201,0,74,0,0,0,74
Pirâmide,Fácil,1.4906491990000177,908,0.0031325,WA,0.3864061000003858,1,38,0,0,0,39
Wifi,Difícil,11.89788035599986,2423,0.01827,WA,2.4027699999987817,1,21,0,0,0,22
Fitas Verde-amarelas,Difícil,6.682739671000036,2223,0.0105575,WA,1.9113051999993331,36,24,0,0,0,60
Retângulo,Difícil,3.971535762999793,986,0.00459,AC,0.3528728000001138,35,0,0,0,0,35
Copa do Mundo,Médio,2.650042828000096,1663,0.0054325,AC,0.4547199999997247,50,0,0,0,0,50
Passa Bolinha,Difícil,3.863641575999736,1241,0.006315,AC,0.3417282999998861,40,0,0,0,0,40
Transmissão de Energia,Médio,3.3112830140003098,1470,0.0067375,AC,0.3537312999997084,10,0,0,0,0,10
Quadrado,Médio,3.219519800999933,931,0.005165,AC,0.27226510000036797,30,0,0,0,0,30
Chocolate,Fácil,1.718028436000168,1144,0.00351,AC,0.5159488999997848,99,0,0,0,0,99
Xadrez,Fácil,4.249505667999983,967,0.002905,AC,0.21704139999928884,26,0,0,0,0,26
Pizza,Médio,4.8764960660000725,1246,0.0059775,AC,0.5227660000000469,48,0,0,0,0,48
Construção de Rodovia,Difícil,5.424227063999751,1368,0.009045,WA,0.8632651999996597,0,13,0,0,0,13
Dividindo o império,Médio,3.2419245450000744,1131,0.0057775,AC,0.3586085999995703,18,0,0,0,0,18
Cinco,Médio,5.96964944299998,1625,0.009725,WA,0.4934008000000176,9,55,0,0,0,64
Quebra-cabeça,Médio,2.497620085000108,1169,0.00446,AC,0.47599110000010114,24,0,0,0,0,24
Dominó,Médio,5.027083006000339,2103,0.010045,AC,0.1452683999996225,10,0,0,0,0,10
Calçada Imperial,Médio,2.373563352000019,912,0.0041425,AC,2.174145500001032,20,0,0,0,0,20
Nota cortada,Fácil,1.4924765660002777,1084,0.0033725,WA,0.5623058000001038,7,58,0,0,0,65
Gráfico de Barras,Fácil,1.7776533579999525,1227,0.004405,AC,0.20404560000133642,22,0,0,0,0,22
Tesouro,Médio,5.498524605000057,1916,0.0102025,WA,1.4520648999987316,40,14,0,0,0,54
Relógios,Difícil,5.062602131000404,1737,0.00963,WA,0.5159864999986894,27,21,0,0,0,48
Cabo de guerra,Fácil,1.8073394450002525,1121,0.00389,AC,0.8060573000002478,76,0,0,0,0,76
Toupeira,Médio,2.4575718510000115,1380,0.0055,AC,1.05072889999974,26,0,0,0,0,26
Copa,Fácil,1.7480002659999627,860,0.0034625,AC,0.522771100000682,58,0,0,0,0,58
Corredor,Médio,1.6481710670000211,865,0.003425,AC,0.25474559999929625,30,0,0,0,0,30
Linhas de Ônibus,Médio,3.44635987699985,1321,0.0063275,AC,0.6132644999997865,65,0,0,0,0,65
Câmeras,Médio,5.025095792999764,1472,0.0088175,AC,0.5273940000006405,60,0,0,0,0,60
Passatempo,Médio,10.794080267000028,2028,0.01697,AC,0.353276800000458,30,0,0,0,0,30
Trilhas,Médio,3.4392484120003246,1518,0.0065075,AC,0.24425940000037372,20,0,0,0,0,20
Escada perfeita,Médio,2.50055709399976,1204,0.0050225,WA,0.4645537000014883,59,1,0,0,0,60
Sequência Secreta,Médio,2.4730546450000475,966,0.0043525,AC,0.1933724999998958,19,0,0,0,0,19
Cortando o Papel,Médio,3.60900403100004,969,0.005535,WA,0.4476176000007399,0,22,0,0,0,22
Acelerador de Partículas,Fácil,1.466044349000185,773,0.002545,AC,0.2675963999990927,39,0,0,0,0,39
Teleférico,Fácil,1.7971400790002008,748,0.00257,AC,0.29017980000026,36,0,0,0,0,36
Catálogo de Músicas,Difícil,7.473695212000166,1821,0.0122525,WA,0.5669729000001098,12,14,0,0,0,26
Fissura Perigosa,Médio,4.103630205000172,1360,0.0078875,AC,0.3933378999990964,34,0,0,0,0,34
Jogo de Tabuleiro,Médio,2.2192984650000653,1153,0.0045575,AC,0.2662868999996135,28,0,0,0,0,28
Fuga,Difícil,19.81718185900036,2804,0.0271474999999999,WA,0.371940099999847,0,34,0,0,0,34
Visita entre cidades,Médio,3.068159408000156,1161,0.0057775,AC,0.2202981999998883,19,0,0,0,0,19
Jardim de infância,Médio,7.340473412999927,2364,0.0134475,AC,0.5238314999987779,80,0,0,0,0,80
Jogo de Cartas,Fácil,2.352168702999734,1281,0.004865,AC,0.5138235999984317,60,0,0,0,0,60
Móbile_2015,Fácil,3.0737693050000416,825,0.002825,AC,0.27322439999989,30,0,0,0,0,30
Transporte de Contêineres,Fácil,1.5983171790003323,982,0.00313,AC,0.4031882000017504,49,0,0,0,0,49
Jogo do Preto e Branco,Médio,7.381206610999925,1520,0.0106625,AC,0.36991280000074767,40,0,0,0,0,40
Floresta,Fácil,4.581914933000007,1106,0.0058775,AC,0.2985527999990154,33,0,0,0,0,33
Quadrado Mágico_2011,Fácil,3.758989188999749,1017,0.00548,WA,0.9944476000000577,52,1,0,0,0,53
Trio de Palitinhos,Médio,2.31727243899968,1511,0.0054275,AC,0.5121218000003864,33,0,0,0,0,33
Setas,Médio,6.441902965000281,1195,0.00745,AC,1.053718299999673,60,0,0,0,0,60
Cavalos,Médio,3.623126785000295,1100,0.003925,RE,0.25344890000087616,20,0,3,0,0,23
Avenida,Fácil,1.30137885799968,761,0.0022275,AC,0.3040686000003916,28,0,0,0,0,28
Dobradura,Fácil,1.9752399419999165,1277,0.0044425,AC,0.1044400000009773,10,0,0,0,0,10
Sinuca,Médio,1.9247724879996893,853,0.0031825,AC,0.3420371000011073,40,0,0,0,0,40
Campeonato_2018,Fácil,2.995280470000125,2021,0.006765,AC,0.3646798999998282,48,0,0,0,0,48
Burocracia,Difícil,12.24430664700003,2859,0.01861,RE,3.0,0,6,42,5,0,53
Telefone,Fácil,2.318219746000068,1105,0.004575,WA,0.5628895000008924,61,2,0,0,0,63
Segredo do Cofre,Médio,4.50421902700009,1107,0.0053425,WA,0.4471315000009781,3,29,0,0,0,32
Chuva_2019,Médio,4.024083347000214,1342,0.007155,WA,0.3805736000012985,3,32,0,0,0,35
Metrô da Nlogônia,Difícil,4.938600188000237,1494,0.0088225,WA,1.1389054999999644,6,32,0,0,0,38
Torres de Hanói,Fácil,2.2799266399997578,1217,0.0042675,AC,0.11916480000036245,10,0,0,0,0,10
Atletismo,Fácil,2.1655513750001774,1021,0.0037775,AC,0.38298519999989367,41,0,0,0,0,41
Amigos,Médio,6.861378756999784,2317,0.0098425,WA,0.5720096999993984,0,52,0,0,0,52
Remove Dígitos,Médio,2.0039520899999843,832,0.0032675,AC,0.5375648999997793,30,0,0,0,0,30
Trio de Bonecas,Difícil,5.938484558999789,1362,0.0067175,WA,2.6928535000006377,54,22,0,0,0,76
Teclado,Fácil,4.639419356999952,1258,0.0068325,AC,0.26311709999936284,27,0,0,0,0,27
Pirâmide_2023,Fácil,2.5078049120002106,1209,0.0045975,AC,0.5267225000006874,86,0,0,0,0,86
Cápsulas,Médio,2.642283960000441,1271,0.0050525,AC,0.41089069999907224,27,0,0,0,0,27
Caixinha de palitos,Difícil,3.6190687650000655,1080,0.0055,WA,0.47270729999945615,43,18,0,0,0,61
Mina,Médio,4.214063441000235,1112,0.0066425,AC,0.38319939999928465,40,0,0,0,0,40
Pesos,Fácil,2.599389916999826,1342,0.005255,WA,0.2588354999988951,10,14,0,0,0,24
Brigadeiros,Difícil,4.163955479999913,1909,0.0084475,TLE,3.0,46,0,1,20,0,67
Dengue,Médio,5.96392685400042,2126,0.00999,WA,0.38892680000026303,0,10,0,0,0,10
Casamento de inteiros,Médio,2.388710183000057,880,0.00415,AC,0.205255799999577,20,0,0,0,0,20
Cadeiras do auditório,Médio,6.298966267000196,1840,0.010225,WA,0.3970195000001695,2,37,0,0,0,39
Impedido!,Fácil,1.1793464149995998,791,0.002465,AC,0.4132343999990553,54,0,0,0,0,54
Bondinho,Fácil,0.9611612769999738,639,0.0019975,AC,0.22900269999990996,26,0,0,0,0,26
Distância entre amigos,Médio,2.232629552000162,944,0.00391,AC,0.3476620000001276,30,0,0,0,0,30
Cadeado,Fácil,2.2279174230002354,1598,0.0054075,AC,0.3780166000015015,33,0,0,0,0,33
Baldes,Difícil,13.710504467999726,2492,0.0218675,TLE,3.0,32,0,0,1,0,33
Basquete de robôs,Fácil,1.3543084500001896,1092,0.003205,AC,0.22809550000056333,30,0,0,0,0,30
Fast-Food,Difícil,8.690762610999627,1891,0.0128525,WA,0.773314299998674,2,60,0,0,0,62
Dona Minhoca,Difícil,14.061626074999822,2292,0.02248,WA,0.6117286999997305,0,29,0,0,0,29
Metrônibus,Difícil,5.550749623000229,2124,0.0108475,AC,1.3749287000009645,82,0,0,0,0,82
Costa,Médio,3.98023616799992,1104,0.0064975,WA,1.2545358000006672,1,19,0,0,0,20
Triângulos,Fácil,1.928432762000284,919,0.003485,AC,0.3769040999995923,41,0,0,0,0,41
Frete da Família Silva,Médio,5.261398636999729,1845,0.0072,RE,0.3765602999992552,39,0,1,0,0,40
Zero para cancelar,Fácil,3.6202832389999458,863,0.0032575,AC,0.10200129999975616,5,0,0,0,0,5
Troca,Médio,2.9536754159998964,1610,0.006075,AC,0.4854192000002513,28,0,0,0,0,28
Conta de água,Fácil,7.38898848000008,972,0.0035425,AC,0.5725431999999273,71,0,0,0,0,71
Forja de ORicalco,Médio,5.353524935000223,1710,0.0095625,WA,1.5744303000010405,6,64,0,0,0,70
Cubo Preto,Fácil,2.9729335390002234,831,0.0030525,AC,0.10862959999940358,11,0,0,0,0,11
Supermercado,Médio,3.585595956999896,1582,0.0060925,AC,0.14688790000036533,10,0,0,0,0,10
Rede ótica,Difícil,5.194586689998687,1884,0.009885,RE,0.20942579999973532,1,1,8,0,0,10
Macaco-prego,Médio,3.10660232599912,1872,0.0075925,AC,0.14916039999843633,10,0,0,0,0,10
Quadrado Aritmético,Difícil,16.117753632999666,2168,0.0178575,WA,0.6602782999998453,3,19,0,0,0,22
