question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Caixinha de palitos,Difícil,3.8408684650021314,1150,0.00114945,AC,0.08944151899959252,61,0,0,0,0,61
Mina,Médio,2.0425955319988134,1175,0.00188445,AC,0.1624830339997061,40,0,0,0,0,40
Pesos,Fácil,1.5104034329997376,1457,0.0010551,WA,0.07542145600018557,22,2,0,0,0,24
Brigadeiros,Difícil,3.3819307679987105,2256,0.00317565,WA,0.4055140130003565,6,61,0,0,0,67
Dengue,Médio,3.0603642169990053,2268,0.00247545,RE,0.11251441799959139,0,0,10,0,0,10
Casamento de inteiros,Médio,2.298363857000368,1139,0.00203115,WA,0.040484391000063624,9,11,0,0,0,20
Cadeiras do auditório,Médio,3.3336086020026414,1941,0.0027247499999999,WA,0.25925343400012935,2,37,0,0,0,39
Impedido!,Fácil,1.099875597999926,911,0.00049935,AC,0.07132808399910573,54,0,0,0,0,54
Bondinho,Fácil,0.8392621729981329,721,0.0003187499999999,AC,0.04322637699988263,26,0,0,0,0,26
Distância entre amigos,Médio,1.9789522329992904,1181,0.0017508,WA,0.4026815679999345,1,29,0,0,0,30
Cadeado,Fácil,1.997101541997836,1800,0.0010539,AC,0.04734516000007716,33,0,0,0,0,33
Baldes,Difícil,2.4916530730006343,1674,0.0021699,TLE,3.0,4,16,0,13,0,33
Basquete de robôs,Fácil,1.8002440269992803,1211,0.00045075,WA,0.05575930399936624,27,3,0,0,0,30
Fast-Food,Difícil,2.824451340999076,1795,0.00264435,TLE,3.0,21,5,27,9,0,62
Dona Minhoca,Difícil,3.165450756001519,1415,0.00243525,WA,0.24105209400022432,1,28,0,0,0,29
Metrônibus,Difícil,2.719698155000515,2202,0.0025299,WA,1.8333537730004537,11,71,0,0,0,82
Costa,Médio,1.6736885890022677,1117,0.001437,AC,0.20685167900046508,20,0,0,0,0,20
Triângulos,Fácil,1.6778222739994817,1018,0.0009307499999999,AC,0.05448158200033504,41,0,0,0,0,41
Frete da Família Silva,Médio,2.2606212130012864,2090,0.00202755,WA,0.5333034029999908,11,28,1,0,0,40
Zero para cancelar,Fácil,1.157960133998131,945,0.00055125,AC,0.08156331400005001,5,0,0,0,0,5
Troca,Médio,2.21650736599986,1806,0.0015462,TLE,3.0,22,0,0,6,0,28
Conta de água,Fácil,12.434040767002443,1170,0.00111735,AC,0.07194719800008897,71,0,0,0,0,71
Forja de ORicalco,Médio,1.8632692459977989,1611,0.0014058,WA,3.0,1,64,0,5,0,70
Quadrado Aritmético,Difícil,3.3611433020014374,1479,0.00121635,WA,0.2658401610005967,3,19,0,0,0,22
Supermercado,Médio,3.375023830001737,1830,0.0017136,WA,0.04537516400068853,0,10,0,0,0,10
Rede ótica,Difícil,2.9018165779998526,2000,0.0026692499999999,RE,0.0702876870000182,1,1,8,0,0,10
Macaco-prego,Médio,2.800420892002876,2114,0.00227685,AC,0.05065081300017482,10,0,0,0,0,10
