question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Cavalos,Médio,11.40248150000116,1814,0.012438,RE,0.2467968999990262,20,0,3,0,0,23
Avenida,Fácil,2.295684430999245,974,0.00327,AC,0.24302910000005795,28,0,0,0,0,28
Dobradura,Fácil,15.94020081599956,2073,0.0142949999999999,AC,0.11715420000109589,10,0,0,0,0,10
Sinuca,Médio,5.95702559900019,1094,0.004794,AC,0.33208819999890693,40,0,0,0,0,40
Campeonato_2018,Fácil,5.208135184999264,2375,0.009825,AC,0.3591238999997586,48,0,0,0,0,48
Burocracia,Difícil,19.226879696998367,3366,0.022446,TLE,3.0,36,0,0,17,0,53
Telefone,Fácil,4.337127071001305,1423,0.007029,WA,0.41886429999976826,61,2,0,0,0,63
Segredo do Cofre,Médio,18.64445677599724,2226,0.019746,RE,0.5877250000012282,0,0,32,0,0,32
Chuva_2019,Médio,12.734799426998508,2353,0.019287,AC,0.39811030000055325,35,0,0,0,0,35
Metrô da Nlogônia,Difícil,14.82868324499941,2401,0.020223,WA,1.6044728999986546,6,32,0,0,0,38
Torres de Hanói,Fácil,4.317000531002122,1443,0.005505,AC,0.10637970000061614,10,0,0,0,0,10
Atletismo,Fácil,2.8209414090015343,1274,0.005202,AC,0.3479008000012982,41,0,0,0,0,41
Amigos,Médio,17.206576193999354,3405,0.021183,TLE,3.0,39,0,0,13,0,52
Remove Dígitos,Médio,3.605132812997908,1108,0.00558,AC,0.40450200000123004,30,0,0,0,0,30
Trio de Bonecas,Difícil,23.01125299600244,2744,0.024396,TLE,3.0,45,19,0,12,0,76
Teclado,Fácil,4.309758929000964,1426,0.007134,AC,0.33246839999992517,27,0,0,0,0,27
Pirâmide_2023,Fácil,2.8758640439991723,1483,0.005949,AC,0.41484140000102343,86,0,0,0,0,86
Cápsulas,Médio,4.259349382002256,1580,0.006912,AC,0.4140451999992365,27,0,0,0,0,27
Caixinha de palitos,Difícil,10.413679419998516,1777,0.014031,AC,0.4893062999999529,61,0,0,0,0,61
Mina,Médio,4.86352002700005,1360,0.008616,AC,0.45439149999947404,40,0,0,0,0,40
Pesos,Fácil,25.95656417499777,2899,0.026109,RE,0.4271234000007098,0,0,24,0,0,24
Brigadeiros,Difícil,26.114210943000217,3506,0.027858,TLE,3.0,49,0,0,18,0,67
Dengue,Médio,13.315755511001043,2909,0.019275,WA,0.46246199999950477,0,10,0,0,0,10
Casamento de inteiros,Médio,5.98585680999895,1250,0.008046,AC,0.17763949999971373,20,0,0,0,0,20
Cadeiras do auditório,Médio,15.165264813000247,2737,0.020871,WA,0.3944742999992741,2,37,0,0,0,39
Impedido!,Fácil,2.081469895998453,994,0.003522,AC,0.3449294000001828,54,0,0,0,0,54
Bondinho,Fácil,1.9874787799999467,808,0.002832,AC,0.30880160000015167,26,0,0,0,0,26
Distância entre amigos,Médio,7.678455790999578,1569,0.010851,AC,0.33795420000024023,30,0,0,0,0,30
Cadeado,Fácil,2.8679475980025018,1906,0.006498,AC,0.27135120000093593,33,0,0,0,0,33
Baldes,Difícil,19.86710149700229,3268,0.031524,AC,2.406156799999735,33,0,0,0,0,33
Basquete de robôs,Fácil,2.495401895001123,1305,0.004455,WA,0.24047629999950004,27,3,0,0,0,30
Fast-Food,Difícil,28.51497259700045,3666,0.035226,RE,1.2219102999988536,0,0,62,0,0,62
Dona Minhoca,Difícil,18.66426390199922,2384,0.021624,TLE,3.0,7,0,0,22,0,29
Metrônibus,Difícil,14.582497950999825,3086,0.01995,AC,1.7840579000003345,82,0,0,0,0,82
Costa,Médio,3.609272724999755,1242,0.006318,AC,0.4102422000014485,20,0,0,0,0,20
Triângulos,Fácil,2.90739588499855,1110,0.00459,AC,0.32446389999859093,41,0,0,0,0,41
Frete da Família Silva,Médio,13.4630146519994,3080,0.021372,RE,0.3202061000010872,39,0,1,0,0,40
Zero para cancelar,Fácil,3.34809897300147,1069,0.004143,AC,0.1373980999997002,5,0,0,0,0,5
Troca,Médio,6.0221768130031705,2073,0.010623,AC,0.3321933999995963,28,0,0,0,0,28
Conta de água,Fácil,3.420071454002027,1244,0.00522,AC,0.5358047999998234,71,0,0,0,0,71
Forja de ORicalco,Médio,21.81322898799772,3185,0.0289229999999999,TLE,3.0,54,0,0,16,0,70
Quadrado Aritmético,Difícil,25.866868241999327,2971,0.027285,WA,0.6471670000009908,3,19,0,0,0,22
Supermercado,Médio,4.335839164999925,1947,0.008577,AC,0.1071116000002803,10,0,0,0,0,10
Rede ótica,Difícil,7.849168802000349,2164,0.0117,RE,0.21073840000099153,2,0,8,0,0,10
Macaco-prego,Médio,9.268835312999729,2418,0.013302,AC,0.12339060000158497,10,0,0,0,0,10
