question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Dominó,Médio,5.374556809000296,1179,0.0087475,AC,0.05655736600056116,10,0,0,0,0,10
Calçada Imperial,Médio,3.223591412000133,910,0.004625,WA,0.30510256399975333,8,12,0,0,0,20
Nota cortada,Fácil,2.095017287000246,894,0.00351,AC,0.0936596780002219,65,0,0,0,0,65
Gráfico de Barras,Fácil,1.859114595999927,1210,0.00455,AC,0.07066515000042273,22,0,0,0,0,22
Tesouro,Médio,3.461752083999727,1488,0.0066075,AC,0.8076418010005,54,0,0,0,0,54
Relógios,Difícil,4.93916454400005,1484,0.0089725,WA,0.10521774600056233,27,21,0,0,0,48
Cabo de guerra,Fácil,2.022157719999996,969,0.003735,AC,0.07476570199924026,76,0,0,0,0,76
Toupeira,Médio,2.6713319149998824,1348,0.00572,AC,0.6507434389995979,26,0,0,0,0,26
Copa,Fácil,1.7410210610000831,840,0.0031625,AC,0.07851899999968737,58,0,0,0,0,58
Corredor,Médio,1.976225133999833,777,0.003205,AC,0.14432224500069424,30,0,0,0,0,30
Linhas de Ônibus,Médio,3.5935063819997595,1277,0.0063675,AC,0.3934080870003527,65,0,0,0,0,65
Câmeras,Médio,5.90555218999998,1365,0.00885,AC,0.10529557500012743,60,0,0,0,0,60
Passatempo,Médio,9.135381093999968,1705,0.0135,AC,0.0676756339998974,30,0,0,0,0,30
Trilhas,Médio,2.588048589000209,1131,0.00504,AC,0.11766264099969703,20,0,0,0,0,20
Escada perfeita,Médio,2.2902721720001864,922,0.0044174999999999,WA,0.11724307700023928,59,1,0,0,0,60
Sequência Secreta,Médio,2.0606728190000467,882,0.0037675,AC,0.049301141999421816,19,0,0,0,0,19
Cortando o Papel,Médio,4.491713364000134,753,0.0043075,WA,0.30834732499988604,0,22,0,0,0,22
Acelerador de Partículas,Fácil,1.180037861999608,663,0.0022325,AC,0.07309729900043749,39,0,0,0,0,39
Teleférico,Fácil,1.5512637649999306,674,0.002385,AC,0.07189557299989247,36,0,0,0,0,36
Catálogo de Músicas,Difícil,8.654715368000325,1722,0.0123425,WA,0.7454439000002822,2,24,0,0,0,26
Fissura Perigosa,Médio,5.795046881999951,1252,0.0075425,AC,0.1525358140006574,34,0,0,0,0,34
Jogo de Tabuleiro,Médio,2.9301018430001022,1112,0.0049175,AC,0.060338457000398193,28,0,0,0,0,28
Fuga,Difícil,35.068753010000364,3584,0.0410225,WA,1.1414025089998177,1,33,0,0,0,34
